name,rank,type,founded,religon,schedule,location_type,phone_num,alumni_sal,four_year_grad_rate,sport_assoc,usnews_score,six_year_grad_rate,six_year_with_pell,six_year_without_pell,percent_class_less_twenty,percent_class_more_fifty,student_to_fac,app_deadline,app_fee,acceptance_rate,sat_1400-1600,sat_1200-1399,sat_1000-1199,sat_800-999,sat_600-799,sat_400-599,total_enroll,undergrad_enroll,grad_enroll,tuition,room_and_board,fed_debt,fed_debt_not_grad
Montana State University,263,Public,1893.0,None,Semester,City,(406) 994-0211,54500.0,29.0,NCAA I,44.0,56.0,43.0,60.0,46.7,12.0,17:1,rolling,38.0,81.0,9.0,46.0,36.0,8.0,1.0,0.0,16249.0,14240.0,2009.0,23374.0,8000.0,7520.0,26950.0
Old Dominion University,263,Public,1930.0,None,Semester,Urban,(757) 683-3000,49600.0,27.0,NCAA I,44.0,53.0,46.0,57.0,34.2,9.0,18:1,Feb. 1,50.0,95.0,1.0,18.0,49.0,31.0,1.0,0.0,24286.0,19622.0,4664.0,24500.0,11000.0,11520.0,31680.0
Shenandoah University,263,Private,1875.0,United Methodist,Semester,City,(540) 665-4500,52300.0,60.0,NCAA III,44.0,60.0,58.0,62.0,61.5,8.0,10:1,Aug. 1,30.0,74.0,2.0,30.0,48.0,19.0,1.0,0.0,4174.0,2267.0,1907.0,24439.0,14591.0,34490.0,11020.0
Southern Illinois University--Carbondale,263,Public,1869.0,None,Semester,Rural,(618) 453-2121,49100.0,32.0,NCAA I,44.0,44.0,35.0,60.0,66.8,3.0,11:1,rolling,40.0,92.0,0,22.84,47.81,28.59,0.76,0.0,11366.0,8299.0,3067.0,22000.0,11000.0,15240.0,15240.0
University of Alabama at Huntsville,263,Public,1969.0,None,Semester,City,(256) 824-1000,60100.0,31.0,NCAA II,44.0,54.0,48.0,60.0,31.3,9.0,19:1,Aug. 17,30.0,77.0,26.89,45.28,25.0,2.83,0.0,0.0,10000.0,8027.0,1973.0,21607.0,9000.0,11338.0,23734.0
University of Findlay,263,Private,1882.0,Church of God,Semester,City,(419) 422-8313,50900.0,N/A,NCAA II,44.0,63.0,N/A,N/A,64.7,2.0,16:1,rolling,N/A,79.0,N/A,N/A,N/A,N/A,N/A,N/A,4829.0,3732.0,1097.0,25000.0,7500.0,36720.0,10488.0
University of Nebraska Omaha,263,Public,1908.0,None,Semester,Urban,(402) 554-2800,49100.0,28.0,NCAA I,44.0,51.0,44.0,63.0,38.7,6.0,16:1,Aug. 1,45.0,82.0,N/A,N/A,N/A,N/A,N/A,N/A,15892.0,12768.0,3124.0,19724.0,8250.0,8136.0,21718.0
University of North Florida,263,Public,1965.0,None,Semester,Urban,(904) 620-1000,47800.0,39.0,NCAA I,44.0,60.0,58.0,62.0,27.2,13.0,19:1,June 1,30.0,80.0,2.0,28.0,59.0,11.0,0.0,0.0,16926.0,14550.0,2376.0,16341.0,7500.0,7075.0,20793.0
University of the Incarnate Word,41,Private,1881.0,Roman Catholic,Semester,Urban,(210) 829-6000,45800.0,46.0,NCAA I,44.0,53.0,53.0,63.0,61.9,2.0,12:1,rolling,N/A,97.0,N/A,N/A,N/A,N/A,N/A,N/A,7917.0,5081.0,2836.0,27000.0,12342.0,33100.0,13122.0
Western Michigan University,263,Public,1903.0,None,Semester,City,(269) 387-1000,49900.0,27.0,NCAA I,44.0,55.0,49.0,62.0,43.6,10.0,18:1,rolling,40.0,85.0,2.1,26.1,49.8,20.3,1.7,0.0,20490.0,16554.0,3936.0,26000.0,10996.0,14257.0,17591.0
Campbell University,277,Private,1887.0,Baptist,Semester,Rural,(800) 334-4111,44600.0,41.0,NCAA I,43.0,52.0,42.0,63.0,57.0,4.0,15:1,rolling,N/A,81.0,2.0,25.0,48.0,25.0,0.0,0.0,5964.0,3720.0,2244.0,22500.0,9500.0,38160.0,13625.0
Concordia University Wisconsin,277,Private,1881.0,Lutheran Church - Missouri Synod,4-1-4,Suburban,(262) 243-5700,46900.0,49.0,NCAA III,43.0,60.0,53.0,66.0,57.1,2.0,11:1,N/A,N/A,71.0,N/A,N/A,N/A,N/A,N/A,N/A,5493.0,3095.0,2398.0,25000.0,9500.0,31952.0,11750.0
Florida Atlantic University,277,Public,1961.0,None,Semester,City,(561) 297-3000,48000.0,34.0,NCAA I,43.0,52.0,56.0,55.0,16.9,22.0,23:1,May 1,30.0,75.0,3.0,24.0,66.9,6.0,0.1,0.0,30808.0,25562.0,5246.0,17819.0,8250.0,6099.0,21655.0
Gardner-Webb University,277,Private,1905.0,Baptist,Semester,Rural,(704) 406-4000,41400.0,N/A,NCAA I,43.0,54.0,N/A,N/A,72.8,0.0,N/A,rolling,N/A,67.0,N/A,N/A,N/A,N/A,N/A,N/A,3521.0,1999.0,1522.0,23697.0,7500.0,31960.0,10540.0
Louisiana Tech University,277,Public,1894.0,None,Quarter,Rural,(318) 257-0211,54100.0,42.0,NCAA I,43.0,57.0,49.0,67.0,47.5,8.0,23:1,rolling,20.0,64.0,6.0,34.0,46.0,14.0,0.0,0.0,11126.0,10013.0,1113.0,21500.0,7500.0,10635.0,19548.0
North Carolina Agricultural and Technical State University,277,Public,1891.0,None,Semester,Urban,(336) 334-7500,54900.0,26.0,NCAA I,43.0,50.0,48.0,59.0,28.0,5.0,18:1,June 1,60.0,57.0,0.5,12.9,51.2,35.0,3.0,0.0,12753.0,11130.0,1623.0,27706.0,9750.0,6733.0,20243.0
North Dakota State University,277,Public,1890.0,None,Semester,City,(701) 231-8011,54600.0,38.0,NCAA I,43.0,60.0,50.0,65.0,34.4,24.0,16:1,Aug. 1,N/A,94.0,8.7,23.18,55.08,13.04,0.0,0.0,12846.0,10555.0,2291.0,23250.0,6500.0,10168.0,14471.0
Regent University,277,Private,1978.0,Undenominational,Semester,Suburban,(800) 373-5504,42500.0,50.0,N/A,43.0,60.0,53.0,65.0,68.8,0.0,19:1,Aug. 1,50.0,50.0,2.0,30.0,39.0,29.0,0.0,0.0,10539.0,4539.0,6000.0,23537.0,7727.0,18820.0,7004.0
Tennessee Tech University,277,Public,1915.0,None,Semester,Rural,(931) 372-3101,55600.0,35.0,NCAA I,43.0,54.0,48.0,62.0,52.2,9.0,18:1,rolling,25.0,80.0,10.0,29.0,40.0,21.0,1.0,0.0,10177.0,8778.0,1399.0,17000.0,5500.0,10522.0,16027.0
University of Montana,277,Public,1893.0,None,Semester,Urban,(406) 243-0211,44500.0,30.0,NCAA I,43.0,49.0,37.0,52.0,59.0,8.0,18:1,July 31,30.0,96.0,5.0,31.0,51.0,12.0,1.0,0.0,9808.0,6975.0,2833.0,22500.0,10400.0,7492.0,28252.0
University of North Texas,277,Public,1890.0,None,Semester,City,(940) 565-2000,48600.0,38.0,NCAA I,43.0,55.0,57.0,59.0,31.2,19.0,26:1,Aug. 1,75.0,84.0,5.14,28.46,53.95,11.79,0.66,0.0,40653.0,32694.0,7959.0,20000.0,9000.0,11994.0,24234.0
Dallas Baptist University,288,Private,1898.0,Baptist,4-1-4,Suburban,(214) 333-7100,48400.0,44.0,NCAA II,42.0,56.0,41.0,61.0,65.5,3.0,14:1,rolling,N/A,99.0,2.0,21.0,51.5,20.5,5.0,0.0,4247.0,2874.0,1373.0,21536.0,9500.0,33620.0,8528.0
East Tennessee State University,288,Public,1911.0,None,Semester,City,(423) 439-1000,44300.0,32.0,NCAA I,42.0,47.0,40.0,58.0,55.9,6.0,16:1,Aug. 15,25.0,78.0,3.0,16.0,43.0,38.0,0.0,0.0,13713.0,10705.0,3008.0,20500.0,7500.0,9259.0,27406.0
Long Island University,288,Private,1926.0,None,Semester,N/A,(516) 299-2000,51700.0,27.0,NCAA I,42.0,45.0,42.0,49.0,64.3,1.0,10:1,rolling,50.0,85.0,6.0,41.0,49.0,5.0,0.0,0.0,15066.0,10403.0,4663.0,23500.0,10000.0,39920.0,N/A
Marshall University,288,Public,1837.0,None,Semester,City,(304) 696-3170,43100.0,29.0,NCAA I,42.0,49.0,42.0,59.0,49.7,4.0,18:1,Aug. 9,40.0,89.0,1.04,14.36,47.08,33.52,4.0,0.0,11957.0,8771.0,3186.0,23826.0,9500.0,8552.0,19606.0
Middle Tennessee State University,288,Public,1911.0,None,Semester,City,(615) 898-2300,45400.0,30.0,NCAA I,42.0,47.0,44.0,57.0,59.9,5.0,17:1,rolling,25.0,94.0,2.3,23.9,47.7,25.2,0.9,0.0,22080.0,19188.0,2892.0,21500.0,8250.0,9592.0,29584.0
Northern Arizona University,288,Public,1899.0,None,Semester,City,(928) 523-9011,48100.0,42.0,NCAA I,42.0,55.0,50.0,61.0,22.1,19.0,22:1,Aug. 1,25.0,82.0,3.0,31.0,52.0,13.0,1.0,0.0,29569.0,25230.0,4339.0,19500.0,7500.0,11896.0,26642.0
Portland State University,288,Public,1946.0,None,Quarter,Urban,(503) 725-3000,49300.0,26.0,NCAA I,42.0,49.0,44.0,50.0,39.3,11.0,18:1,rolling,50.0,95.0,2.0,24.0,48.0,25.0,2.0,0.0,23979.0,18959.0,5020.0,21500.0,11658.0,8649.0,23769.0
South Dakota State University,288,Public,1881.0,None,Semester,Rural,(605) 688-4121,50300.0,41.0,NCAA I,42.0,57.0,47.0,63.0,30.0,19.0,17:1,Sept. 1,20.0,89.0,8.0,29.33,40.0,20.0,2.67,0.0,11405.0,9976.0,1429.0,23502.0,8750.0,9299.0,12809.0
University of Hawaii at Hilo,288,Public,1947.0,None,Semester,Rural,(808) 932-7446,44600.0,15.0,NCAA II,42.0,41.0,45.0,31.0,49.8,3.0,13:1,July 1,50.0,45.0,0.9,16.14,55.16,26.46,1.34,0.0,3165.0,2671.0,494.0,19432.0,9542.0,7838.0,20798.0
University of Puerto Rico--Rio Piedras,288,Public,1903.0,None,Semester,City,(787) 764-0000,41800.0,N/A,NAIA,42.0,57.0,N/A,N/A,N/A,N/A,N/A,Jan. 31,N/A,49.0,N/A,N/A,N/A,N/A,N/A,N/A,14395.0,11254.0,3141.0,5500.0,5500.0,4198.0,4198.0
University of Texas at Arlington,288,Public,1895.0,None,Semester,Urban,(817) 272-2011,56800.0,28.0,NCAA I,42.0,51.0,51.0,54.0,29.1,30.0,24:1,Aug. 20,75.0,88.0,4.79,30.64,53.05,11.25,0.27,0.0,48072.0,35064.0,13008.0,18747.0,8328.0,11727.0,29299.0
